Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2018-05-25,10.265,10.2766,10.1656,10.2087
2018-05-28,10.2158,10.2608,10.2065,10.2591
2018-05-29,10.2592,10.3568,10.253,10.3361
2018-05-30,10.3367,10.3614,10.254,10.2721
2018-05-31,10.272,10.3203,10.2448,10.3039
2018-06-01,10.3042,10.3196,10.2715,10.2943
2018-06-04,10.2919,10.3041,10.2347,10.2449
2018-06-05,10.2447,10.2606,10.2119,10.2552
2018-06-06,10.2551,10.2923,10.2368,10.281
2018-06-07,10.2813,10.2869,10.2355,10.2641
2018-06-08,10.2638,10.3126,10.245,10.2516
2018-06-11,10.2566,10.2788,10.2034,10.2072
2018-06-12,10.2076,10.2092,10.1354,10.1531
2018-06-13,10.1521,10.1624,10.1221,10.1544
2018-06-14,10.154,10.1925,10.0976,10.1151
2018-06-15,10.1149,10.2409,10.1104,10.2039
2018-06-18,10.2152,10.279,10.1987,10.2454
2018-06-19,10.2454,10.3498,10.2445,10.3068
2018-06-20,10.3069,10.3153,10.2666,10.2798
2018-06-21,10.2797,10.3438,10.2533,10.3211
2018-06-22,10.3206,10.34,10.2893,10.3185
2018-06-25,10.3019,10.393,10.2998,10.3509
2018-06-26,10.3506,10.3656,10.3178,10.3476
2018-06-27,10.3476,10.3877,10.3255,10.3682
2018-06-28,10.3683,10.4473,10.3634,10.4343
2018-06-29,10.4358,10.4639,10.4041,10.4548
2018-07-02,10.4584,10.4744,10.4324,10.4354
2018-07-03,10.4358,10.4385,10.2774,10.3005
2018-07-04,10.3003,10.3043,10.2241,10.2448
2018-07-05,10.2449,10.2587,10.2134,10.2495
2018-07-06,10.2498,10.2959,10.2317,10.2456
2018-07-09,10.2577,10.2912,10.2214,10.2516
2018-07-10,10.2515,10.2728,10.2362,10.2621
2018-07-11,10.2608,10.3088,10.2579,10.2916
2018-07-12,10.2922,10.37,10.2684,10.3479
2018-07-13,10.348,10.3935,10.3374,10.3859
2018-07-16,10.3786,10.3883,10.3208,10.328
2018-07-17,10.3278,10.3363,10.2923,10.3081
2018-07-18,10.308,10.3381,10.294,10.32
2018-07-19,10.3202,10.3837,10.3136,10.377
2018-07-20,10.3759,10.409,10.3674,10.374
2018-07-23,10.3767,10.3988,10.3394,10.3592
2018-07-24,10.3591,10.3726,10.2994,10.3055
2018-07-25,10.306,10.3121,10.2622,10.269
2018-07-26,10.2685,10.2837,10.2517,10.2602
2018-07-27,10.2605,10.314,10.2506,10.2985
2018-07-30,10.3052,10.31,10.2297,10.2487
2018-07-31,10.2507,10.2909,10.2447,10.2798
2018-08-01,10.2798,10.3045,10.2651,10.2691
2018-08-02,10.2689,10.3096,10.2668,10.3008
2018-08-03,10.3008,10.3434,10.2958,10.3123
2018-08-06,10.3172,10.3398,10.2978,10.332
